Metamorphosis,git://github.com/killme2008/Metamorphosis.git
flume-release,git://github.com/apache/flume.git
Smack,git://github.com/igniterealtime/Smack.git
stream-lib,git://github.com/addthis/stream-lib.git
gs-collections,git://github.com/goldmansachs/gs-collections.git
concourse,git://github.com/cinchapi/concourse.git
raven-java,git://github.com/getsentry/raven-java.git
jbox2d,git://github.com/jbox2d/jbox2d.git
GeoGig,git://github.com/boundlessgeo/GeoGig.git
restx,git://github.com/restx/restx.git
Java-Thread-Affinity,git://github.com/OpenHFT/Java-Thread-Affinity.git
bson4jackson,git://github.com/michel-kraemer/bson4jackson.git
sqlite-jdbc,git://github.com/xerial/sqlite-jdbc.git
capsule,git://github.com/puniverse/capsule.git
acra,git://github.com/ACRA/acra.git
openstack-java-sdk,git://github.com/woorea/openstack-java-sdk.git
OpenGrok,git://github.com/OpenGrok/OpenGrok.git
kite,git://github.com/kite-sdk/kite.git
assertj-core,git://github.com/joel-costigliola/assertj-core.git
orbit,git://github.com/electronicarts/orbit.git
Web-Karma,git://github.com/usc-isi-i2/Web-Karma.git
play-pac4j,git://github.com/pac4j/play-pac4j.git
frames,git://github.com/tinkerpop/frames.git
slice,git://github.com/airlift/slice.git
HoloEverywhere,git://github.com/Prototik/HoloEverywhere.git
brut.apktool,git://github.com/brutall/brut.apktool.git
XChange,git://github.com/timmolter/XChange.git
vraptor,git://github.com/caelum/vraptor.git
shiro,git://github.com/apache/shiro.git
m2e-android,git://github.com/rgladwell/m2e-android.git
jdom,git://github.com/hunterhacker/jdom.git
ols,git://github.com/jawi/ols.git
nginx-clojure,git://github.com/nginx-clojure/nginx-clojure.git
webmagic,git://github.com/code4craft/webmagic.git
KJFrameForAndroid,git://github.com/kymjs/KJFrameForAndroid.git
quickblox-android-sdk,git://github.com/QuickBlox/quickblox-android-sdk.git
java,git://github.com/pubnub/java.git
jmxtrans,git://github.com/jmxtrans/jmxtrans.git
xmemcached,git://github.com/killme2008/xmemcached.git
oozie,git://github.com/yahoo/oozie.git
zoie,git://github.com/senseidb/zoie.git
httl,git://github.com/httl/httl.git
owlapi,git://github.com/owlcs/owlapi.git
Yaaic,git://github.com/pocmo/Yaaic.git
multi-thread-context,git://github.com/alibaba/multi-thread-context.git
aws-sdk-android,git://github.com/aws/aws-sdk-android.git
asciidoctorj,git://github.com/asciidoctor/asciidoctorj.git
ceylon-compiler,git://github.com/ceylon/ceylon-compiler.git
Rythm,git://github.com/greenlaw110/Rythm.git
restcountries,git://github.com/fayder/restcountries.git
mongo-hadoop,git://github.com/mongodb/mongo-hadoop.git
flink,git://github.com/apache/flink.git
j2objc,git://github.com/google/j2objc.git
spring,git://github.com/mybatis/spring.git
mapbox-android-sdk,git://github.com/mapbox/mapbox-android-sdk.git
hbc,git://github.com/twitter/hbc.git
EverMemo,git://github.com/daimajia/EverMemo.git
dcm4che,git://github.com/dcm4che/dcm4che.git
datacube,git://github.com/urbanairship/datacube.git
spring-retry,git://github.com/spring-projects/spring-retry.git
fanfoudroid,git://github.com/fanfoudroid/fanfoudroid.git
WeatherLib,git://github.com/survivingwithandroid/WeatherLib.git
Java-Chronicle,git://github.com/peter-lawrey/Java-Chronicle.git
guacamole-client,git://github.com/glyptodon/guacamole-client.git
languagetool,git://github.com/languagetool-org/languagetool.git
gwtbootstrap3,git://github.com/gwtbootstrap3/gwtbootstrap3.git
DataflowJavaSDK,git://github.com/GoogleCloudPlatform/DataflowJavaSDK.git
goclipse,git://github.com/GoClipse/goclipse.git
bobo,git://github.com/senseidb/bobo.git
h-store,git://github.com/apavlo/h-store.git
adblockplusandroid,git://github.com/adblockplus/adblockplusandroid.git
CLAVIN,git://github.com/Berico-Technologies/CLAVIN.git
HugeCollections,git://github.com/OpenHFT/HugeCollections.git
enroscar,git://github.com/stanfy/enroscar.git
fresco,git://github.com/facebook/fresco.git
flyway,git://github.com/flyway/flyway.git
jzmq,git://github.com/zeromq/jzmq.git
spring-android,git://github.com/spring-projects/spring-android.git
asynchbase,git://github.com/OpenTSDB/asynchbase.git
caelum-stella,git://github.com/caelum/caelum-stella.git
giraph,git://github.com/apache/giraph.git
Transitions-Everywhere,git://github.com/andkulikov/Transitions-Everywhere.git
TwelveMonkeys,git://github.com/haraldk/TwelveMonkeys.git
liblinear-java,git://github.com/bwaldvogel/liblinear-java.git
spring-elasticsearch,git://github.com/dadoonet/spring-elasticsearch.git
subsonic,git://github.com/EugeneKay/subsonic.git
Koloboke,git://github.com/OpenHFT/Koloboke.git
hudson-2.x,git://github.com/hudson/hudson-2.x.git
choco3,git://github.com/chocoteam/choco3.git
Tweetin,git://github.com/mthli/Tweetin.git
ioke,git://github.com/olabini/ioke.git
idea-php-laravel-plugin,git://github.com/Haehnchen/idea-php-laravel-plugin.git
android-maps-utils,git://github.com/googlemaps/android-maps-utils.git
osmdroid,git://github.com/osmdroid/osmdroid.git
core,git://github.com/dotCMS/core.git
CircularReveal,git://github.com/ozodrukh/CircularReveal.git
Lealone,git://github.com/codefollower/Lealone.git
JavaHamcrest,git://github.com/hamcrest/JavaHamcrest.git
onos,git://github.com/opennetworkinglab/onos.git
java-api-wrapper,git://github.com/soundcloud/java-api-wrapper.git
jenkins-gitlab-merge-request-builder-plugin,git://github.com/timols/jenkins-gitlab-merge-request-builder-plugin.git
jsonld-java,git://github.com/jsonld-java/jsonld-java.git
aws-toolkit-eclipse,git://github.com/aws/aws-toolkit-eclipse.git
GoogleAuth,git://github.com/wstrange/GoogleAuth.git
MonsterHunter4UDatabase,git://github.com/kamegami13/MonsterHunter4UDatabase.git
netflix-graph,git://github.com/Netflix/netflix-graph.git
guava-retrying,git://github.com/rholder/guava-retrying.git
webimageloader,git://github.com/lexs/webimageloader.git
muzei,git://github.com/romannurik/muzei.git
Bolts-Android,git://github.com/BoltsFramework/Bolts-Android.git
Android-BitmapCache,git://github.com/chrisbanes/Android-BitmapCache.git
jeromq,git://github.com/zeromq/jeromq.git
asterisk-java,git://github.com/asterisk-java/asterisk-java.git
evernote-sdk-android,git://github.com/evernote/evernote-sdk-android.git
antlr3,git://github.com/antlr/antlr3.git
StartupNews,git://github.com/halzhang/StartupNews.git
changeloglib,git://github.com/gabrielemariotti/changeloglib.git
Ektorp,git://github.com/helun/Ektorp.git
functionaljava,git://github.com/functionaljava/functionaljava.git
stratosphere,git://github.com/stratosphere/stratosphere.git
GLWallpaperService,git://github.com/markfguerra/GLWallpaperService.git
AndroidCaldavSyncAdapater,git://github.com/gggard/AndroidCaldavSyncAdapater.git
ImageViewEx,git://github.com/frapontillo/ImageViewEx.git
incubator-kylin,git://github.com/apache/incubator-kylin.git
JSONassert,git://github.com/skyscreamer/JSONassert.git
Paginize,git://github.com/neevek/Paginize.git
PhotoView,git://github.com/chrisbanes/PhotoView.git
docx4j,git://github.com/plutext/docx4j.git
drill,git://github.com/apache/drill.git
XposedBridge,git://github.com/rovo89/XposedBridge.git
multibit,git://github.com/bitcoin-solutions/multibit.git
browsermob-proxy,git://github.com/webmetrics/browsermob-proxy.git
tape,git://github.com/square/tape.git
mct,git://github.com/nasa/mct.git
fab,git://github.com/shell-software/fab.git
openwayback,git://github.com/iipc/openwayback.git
nodeclipse-1,git://github.com/Nodeclipse/nodeclipse-1.git
htmlelements,git://github.com/yandex-qatools/htmlelements.git
HotswapAgent,git://github.com/HotswapProjects/HotswapAgent.git
WizarDroid,git://github.com/Nimrodda/WizarDroid.git
libgdx-contribs,git://github.com/manuelbua/libgdx-contribs.git
fixflow,git://github.com/fixteam/fixflow.git
pi4j,git://github.com/Pi4J/pi4j.git
ANE-Facebook,git://github.com/freshplanet/ANE-Facebook.git
